EstabelecimentoID,TipoEstabelecimentoID,CidadeID,NomeEstabelecimento,Endereco,CEP,Latitude,Longitude,Telefone,HorarioFuncionamento,DataAbertura,DataCriacao,Ativo
116,6,176,Camargo e Filhos,"Quadra da Mata, 29
São Francisco Das Chagas
48384-989 Camargo / TO",05331012,-23.530786516958987,-46.73269185004847,+55 (061) 6631 8583,08:00-22:00,2022-04-20,2025-07-29 19:50:56.311614,1
117,6,491,da Costa Lopes e Filhos,"Trevo Daniel Cassiano, 38
Mariano De Abreu
07005586 Borges / PA",71911-516,-23.69325212448575,-46.69994643631235,84 5871-2642,08:00-22:00,2024-05-16,2025-07-29 19:50:56.311614,1
118,5,467,Oliveira - EI,"Lago Albuquerque, 367
Ápia
15772649 Ramos / PA",49023433,-23.5764022725587,-46.612451664969846,+55 (061) 0714-2506,08:00-22:00,2022-06-17,2025-07-29 19:50:56.311614,1
119,3,456,Barros Lopes S/A,"Vale da Conceição, 91
São Francisco
11630-063 Pacheco das Flores / RO",65727133,-23.465159362383407,-46.583989960327486,0800-702-5023,08:00-22:00,2021-08-24,2025-07-29 19:50:56.311614,1
120,10,261,Costela,"Estação João Guilherme Correia
Buraco Quente
04445130 Rezende / PE",70806615,-23.55867037342712,-46.77586468731437,41 6782 2280,08:00-22:00,2019-06-17,2025-07-29 19:50:56.311614,1
121,9,376,Ramos - EI,"Travessa Maria Luiza da Conceição, 5
Vila Aeroporto Jaraguá
23829399 Fonseca da Serra / PA",58718-654,-23.437416465062725,-46.78696035423456,+55 31 3093-1610,08:00-22:00,2023-05-10,2025-07-29 19:50:56.311614,1
122,6,168,Siqueira,"Fazenda Oliveira, 8
Aguas Claras
51683-003 Santos / MT",25023-066,-23.50656032043316,-46.56030303401119,0800 960 6151,08:00-22:00,2017-04-23,2025-07-29 19:50:56.311614,1
123,5,221,Nogueira,"Alameda Cunha
São Salvador
44754587 Barbosa do Sul / PB",93016-502,-23.470174390785036,-46.58635003982876,+55 (081) 7320-4126,08:00-22:00,2021-04-01,2025-07-29 19:50:56.311614,1
124,7,82,Moura Castro S/A,"Parque Yuri Castro, 397
Vila Nova Gameleira 2ª Seção
01713-209 Viana de Minas / MA",35221-317,-23.45865595944229,-46.5505348937236,+55 51 0012 0681,08:00-22:00,2016-09-14,2025-07-29 19:50:56.311614,1
125,1,477,Cirino,"Sítio de Machado
Gameleira
63076395 Guerra / SC",62998-075,-23.49314992816796,-46.59703852044495,(031) 3101-8205,08:00-22:00,2018-05-18,2025-07-29 19:50:56.311614,1
126,7,79,Fernandes e Filhos,"Vale Mendes, 11
Varzea Da Palma
10022-129 Aparecida das Pedras / RR",41706558,-23.475185801992094,-46.574696318893004,+55 (021) 5568 7967,08:00-22:00,2018-07-03,2025-07-29 19:50:56.311614,1
127,1,498,Machado,"Quadra de Brito, 6
São Pedro
46610818 da Mota dos Dourados / SE",07416-418,-23.491406838053624,-46.68628848508585,+55 81 8223-6172,08:00-22:00,2019-01-21,2025-07-29 19:50:56.311614,1
128,9,301,Jesus S/A,"Colônia Rios, 35
Sagrada Família
07445-458 da Cruz / PR",64842957,-23.534860875463913,-46.62294470388151,0900-295-3613,08:00-22:00,2023-11-08,2025-07-29 19:50:56.311614,1
129,6,159,Rios,"Vale de Caldeira, 1
Vila São João Batista
20080-341 da Cunha do Amparo / DF",19702-652,-23.53004011032137,-46.558382297138955,84 0796-7180,08:00-22:00,2018-10-12,2025-07-29 19:50:56.311614,1
130,7,143,Cunha Sousa - EI,"Núcleo de Araújo, 46
Vila Independencia 1ª Seção
78616-059 Oliveira do Amparo / MG",99702-895,-23.643034565208957,-46.748364739678046,0500 566 4508,08:00-22:00,2022-08-01,2025-07-29 19:50:56.311614,1
131,7,314,Martins Montenegro S.A.,"Lago de Fonseca, 3
Ambrosina
71505-101 Vieira / RR",09469139,-23.451768229986282,-46.67315311175214,84 1024 4578,08:00-22:00,2017-04-13,2025-07-29 19:50:56.311614,1
132,1,437,Montenegro,"Campo Costela, 13
Vila Nova Cachoeirinha 2ª Seção
09062-576 Lima Grande / SP",31055-588,-23.606358805868428,-46.57785306945604,+55 (011) 8564 5201,08:00-22:00,2019-02-02,2025-07-29 19:50:56.311614,1
133,2,45,Porto,"Conjunto Pedro Miguel Macedo, 95
Jardim Guanabara
99968480 Cavalcante / BA",92326-081,-23.5392789352604,-46.640209028470444,0800 615 6585,08:00-22:00,2022-04-20,2025-07-29 19:50:56.311614,1
134,10,451,Vargas,"Condomínio de das Neves, 98
Alta Tensão 1ª Seção
63486-958 da Cruz / PE",76407-972,-23.625136332617245,-46.595502764122145,+55 31 2646 1323,08:00-22:00,2022-10-27,2025-07-29 19:50:56.311614,1
135,3,236,Cassiano,"Largo Benício Leão, 7
Vista Do Sol
02420-920 Moreira / ES",38567-319,-23.49124050626813,-46.71213924123725,+55 81 1913 8726,08:00-22:00,2024-11-19,2025-07-29 19:50:56.311614,1
136,8,492,Souza,"Rua Elisa Oliveira, 11
Conjunto Lagoa
88280-929 Pacheco Alegre / RN",20660-058,-23.407449314344817,-46.79029726460469,+55 31 1965-9871,08:00-22:00,2021-11-07,2025-07-29 19:50:56.311614,1
137,9,170,Moraes Teixeira - ME,"Morro de Sampaio, 5
Campo Alegre
49748-663 Pastor / PA",71889-434,-23.459417929605777,-46.79125626607368,+55 31 7960 2860,08:00-22:00,2023-01-20,2025-07-29 19:50:56.311614,1
138,8,225,Nogueira,"Área Cunha, 2
São Pedro
52183-992 Leão / PB",35127-251,-23.514271355433728,-46.5171656470409,(081) 5776 1051,08:00-22:00,2015-10-15,2025-07-29 19:50:56.311614,1
139,6,408,Pinto Borges - ME,"Loteamento Porto
Marieta 3ª Seção
87223-442 das Neves de da Cunha / TO",99833496,-23.52974803987737,-46.516637986801484,+55 84 3150 9154,08:00-22:00,2015-10-30,2025-07-29 19:50:56.311614,1
140,2,294,Vasconcelos,"Parque de Caldeira, 361
Lindéia
98135109 Souza / BA",59501-129,-23.55306862279412,-46.73661529801361,+55 (031) 4942 7382,08:00-22:00,2020-04-25,2025-07-29 19:50:56.311614,1
141,2,307,Vasconcelos,"Lagoa Castro
Embaúbas
00779176 da Luz do Amparo / SC",62956-540,-23.63850857047092,-46.755760302608714,31 3091-7639,08:00-22:00,2020-03-15,2025-07-29 19:50:56.311614,1
142,10,280,Vargas,"Esplanada Nathan da Rosa, 75
Horto
37158390 Moreira de Oliveira / AL",38864681,-23.595596984446725,-46.79455804983209,+55 81 2231 7436,08:00-22:00,2022-12-25,2025-07-29 19:50:56.311614,1
143,7,461,Sampaio,"Conjunto de Siqueira
Serra Do Curral
26916-209 Pereira de Guerra / PR",34297-329,-23.578081777748608,-46.73062294310542,(061) 7215 5182,08:00-22:00,2023-11-23,2025-07-29 19:50:56.311614,1
144,9,91,Martins,"Colônia João Garcia, 9
Pilar
20928930 Melo de Minas / MG",08478519,-23.416629277547695,-46.69969456765362,(041) 8413 9594,08:00-22:00,2024-04-09,2025-07-29 19:50:56.311614,1
145,6,417,da Costa Costa - EI,"Setor Joaquim Correia, 92
Vila Ouro Minas
61285-655 Machado da Serra / AP",14591139,-23.572325143789197,-46.72762720990863,+55 31 1428-6846,08:00-22:00,2018-06-15,2025-07-29 19:50:56.311614,1
146,1,147,da Rocha,"Parque de Cassiano, 4
Jardim Leblon
76853217 Gonçalves das Flores / RR",13225254,-23.524142893561223,-46.56078475790814,(031) 8954-7426,08:00-22:00,2023-01-25,2025-07-29 19:50:56.311614,1
147,9,281,Oliveira S.A.,"Morro de Mendonça, 4
Lagoinha
56490818 Fernandes / PB",64891014,-23.42327263781647,-46.57517085021737,(081) 4921 4121,08:00-22:00,2024-02-14,2025-07-29 19:50:56.311614,1
148,7,70,Aparecida Porto S/A,"Praia de Casa Grande, 69
Cardoso
08649348 Camargo do Galho / ES",63874-033,-23.544472077656597,-46.77569575659424,+55 11 6198-5784,08:00-22:00,2017-10-31,2025-07-29 19:50:56.311614,1
149,3,481,Alves,"Sítio Novaes, 52
Vila De Sá
75808367 Lopes da Prata / AP",38992-659,-23.624565066040788,-46.59080351756937,+55 21 3857 8400,08:00-22:00,2023-09-03,2025-07-29 19:50:56.311614,1
150,2,473,Lima,"Ladeira Nina Aparecida, 38
São Salvador
30073951 Camargo de Goiás / SE",38198-266,-23.585698168020574,-46.64382446403362,(021) 5272 6480,08:00-22:00,2017-01-12,2025-07-29 19:50:56.311614,1
151,3,471,Ribeiro S.A.,"Largo Vicente Gonçalves, 3
Palmares
97208-236 Souza / RO",16023-791,-23.587338239864163,-46.76035016808754,61 0763-9991,08:00-22:00,2022-04-20,2025-07-29 19:50:56.311614,1
152,2,49,Sampaio - EI,"Rua Nogueira, 466
Vila Paquetá
59760991 Silveira Paulista / DF",32312148,-23.485584730589352,-46.57813937085211,81 2409 2747,08:00-22:00,2024-08-26,2025-07-29 19:50:56.311614,1
153,10,17,Sousa,"Residencial Macedo
Goiania
49669-879 Sales do Norte / RN",38511-357,-23.61116378086199,-46.77418633044773,+55 (071) 1131 2520,08:00-22:00,2023-02-23,2025-07-29 19:50:56.311614,1
154,2,149,Ramos Aparecida e Filhos,"Pátio Helena Cavalcanti, 74
Vila Maloca
60525291 Correia de Ferreira / RN",23239-724,-23.48091342667188,-46.746854800259584,0300-622-7326,08:00-22:00,2016-03-31,2025-07-29 19:50:56.311614,1
155,4,43,das Neves,"Distrito Lara Montenegro, 226
Cardoso
97652108 Sales Verde / GO",42745-894,-23.43322718643398,-46.75523205553405,+55 (071) 6619 9636,08:00-22:00,2022-09-05,2025-07-29 19:50:56.311614,1
156,6,212,Rocha,"Esplanada Casa Grande, 666
Santa Tereza
79445-146 Aragão de Cavalcante / ES",47539-301,-23.599178096485886,-46.518289978750055,11 9085-2118,08:00-22:00,2023-03-11,2025-07-29 19:50:56.311614,1
157,3,204,Abreu da Luz - ME,"Área da Paz, 22
Vila Petropolis
56295-414 Cunha / AC",34786-086,-23.659397669926268,-46.5905531990386,+55 61 9420 9006,08:00-22:00,2017-09-09,2025-07-29 19:50:56.311614,1
158,9,205,Barbosa,"Vale Pimenta
Vila Satélite
09378055 Sampaio / RJ",32234-369,-23.508433694709407,-46.67661422125057,+55 81 0520-8461,08:00-22:00,2022-09-30,2025-07-29 19:50:56.311614,1
159,5,338,Oliveira,"Estação Bruno Vargas, 4
Boa Esperança
91212390 das Neves de Brito / PI",16473-660,-23.5917436597428,-46.55333875474536,+55 (081) 2588 5972,08:00-22:00,2023-04-29,2025-07-29 19:50:56.311614,1
160,5,406,Moura S.A.,"Quadra Ian Barros
Pindorama
94588355 Montenegro / MA",01094531,-23.539804149856625,-46.73521217714332,(084) 6546 1562,08:00-22:00,2016-12-25,2025-07-29 19:50:56.311614,1
161,7,63,Rios,"Estrada Maria Isis Novaes, 83
Nova Granada
91904-285 Lima da Serra / PB",32553-144,-23.509750310448116,-46.52067201628647,+55 (061) 8862-5943,08:00-22:00,2020-02-05,2025-07-29 19:50:56.311614,1
162,9,24,Sousa,"Estação Camila Aparecida, 5
Novo Aarão Reis
58440730 Peixoto de Minas / ES",64510200,-23.577677116781725,-46.59090080373627,+55 84 5960-8527,08:00-22:00,2023-02-09,2025-07-29 19:50:56.311614,1
163,1,33,Cavalcanti - ME,"Vila de Machado, 7
Nossa Senhora Da Conceição
30264-884 Pires de Porto / MS",96380927,-23.422591664462978,-46.63212580769756,31 6763-7431,08:00-22:00,2024-02-16,2025-07-29 19:50:56.311614,1
164,9,451,Novais,"Sítio Julia Vieira, 93
Maria Helena
13164-175 Gonçalves das Flores / SC",65393-404,-23.580115603748858,-46.561605465389,(081) 0375 9727,08:00-22:00,2023-11-20,2025-07-29 19:50:56.311614,1
165,2,209,Nascimento,"Trevo Gonçalves, 454
São José
71060-160 Dias de Souza / DF",24535333,-23.60778770182799,-46.60656570557245,(041) 7779 9904,08:00-22:00,2024-07-01,2025-07-29 19:50:56.311614,1
166,3,487,Brito,"Vereda Vitória Garcia, 80
Serra Verde
01692451 Ribeiro Alegre / AC",49261-469,-23.43429743367033,-46.533867217496855,+55 21 6434 5307,08:00-22:00,2016-11-01,2025-07-29 19:50:56.311614,1
167,5,480,da Cunha da Cruz S/A,"Via Pinto, 52
Vila Ouro Minas
57174-511 Porto / RO",31847-992,-23.659109482972255,-46.55125420197767,(041) 3299-6003,08:00-22:00,2015-10-04,2025-07-29 19:50:56.311614,1
168,10,273,Melo - ME,"Fazenda Beatriz da Cunha, 3
Vera Cruz
84392547 Lima do Oeste / AM",92149-061,-23.66273732136432,-46.74065084848776,+55 (021) 8876 7419,08:00-22:00,2017-05-23,2025-07-29 19:50:56.311614,1
169,4,176,Macedo,"Via da Mota, 20
Conjunto Floramar
56684448 Souza do Norte / CE",66714379,-23.41929053771831,-46.72810085983669,0300 104 0503,08:00-22:00,2019-01-18,2025-07-29 19:50:56.311614,1
170,5,44,Castro,"Passarela Correia, 37
Vila Santo Antônio Barroquinha
39786-713 Campos / PR",31699677,-23.637309475767164,-46.78047077586731,+55 31 6303-2573,08:00-22:00,2021-03-25,2025-07-29 19:50:56.311614,1
171,10,153,Oliveira Gonçalves Ltda.,"Alameda de Teixeira, 894
Vila Havaí
37705609 Rocha / AP",60822-270,-23.655468778912606,-46.733940324848156,0300-900-1026,08:00-22:00,2024-05-14,2025-07-29 19:50:56.311614,1
172,5,456,Nunes,"Morro Calebe Gomes, 74
Bandeirantes
23744818 da Mata / SP",56315308,-23.539449508794135,-46.696953340518554,+55 (041) 8535-0728,08:00-22:00,2020-04-02,2025-07-29 19:50:56.311614,1
173,5,363,Vieira Oliveira S.A.,"Travessa Lucca da Cruz, 42
Santa Amelia
10236726 Peixoto / PA",06208-267,-23.68596346013691,-46.79135179344825,51 8177 3415,08:00-22:00,2018-08-13,2025-07-29 19:50:56.311614,1
174,10,355,Caldeira - EI,"Largo Maria Alice Rocha, 95
Floresta
95595-616 Novais de Correia / RN",13129-932,-23.513995499781732,-46.705511236136815,0900-803-9684,08:00-22:00,2016-10-07,2025-07-29 19:50:56.311614,1
175,10,188,Aragão,"Via de Cassiano, 62
Juliana
92677856 Jesus de da Rocha / RR",99591234,-23.56412076049828,-46.56853624751181,31 5985-4147,08:00-22:00,2016-01-01,2025-07-29 19:50:56.311614,1
176,10,285,da Costa,"Aeroporto de Duarte, 79
Nossa Senhora De Fátima
94919-516 Pastor da Prata / SC",68774-837,-23.50787641067558,-46.54790172059592,41 4443 6848,08:00-22:00,2018-03-25,2025-07-29 19:50:56.311614,1
177,5,12,Cardoso,"Aeroporto Rezende, 889
Lagoa
67150717 Lima / RJ",61671-976,-23.614818928940174,-46.79733801300377,+55 (081) 8000 1532,08:00-22:00,2017-03-26,2025-07-29 19:50:56.311614,1
178,2,356,Vasconcelos,"Setor Mirella Rios, 49
Renascença
74689-008 da Conceição / PA",92892-298,-23.428358335695314,-46.79785588851923,+55 84 8072-5982,08:00-22:00,2019-01-11,2025-07-29 19:50:56.311614,1
179,1,383,Moura Borges - ME,"Estação Isabela Fernandes
São Jorge 1ª Seção
58461233 Câmara Paulista / PR",17692201,-23.618825786182395,-46.7561078675247,84 5214 3447,08:00-22:00,2017-04-26,2025-07-29 19:50:56.311614,1
180,10,137,Aragão Ltda.,"Praia de Santos, 32
Distrito Industrial Do Jatoba
31512645 das Neves / RS",51096534,-23.50873059433714,-46.53822688177986,+55 (031) 8446 9757,08:00-22:00,2018-02-20,2025-07-29 19:50:56.311614,1
181,8,474,Alves S.A.,"Setor Marina Farias, 9
Conjunto Celso Machado
30616-698 Cirino / PB",26305220,-23.41647244481171,-46.65921658466029,(021) 8244-5597,08:00-22:00,2018-09-01,2025-07-29 19:50:56.311614,1
182,3,86,Vasconcelos - EI,"Loteamento da Cruz
Laranjeiras
11585-748 Nunes / GO",44659693,-23.579757213497615,-46.50512937714961,(011) 1969-0986,08:00-22:00,2022-05-25,2025-07-29 19:50:56.311614,1
183,7,53,Casa Grande,"Colônia de Sá, 708
Cabana Do Pai Tomás
85086-420 Rezende / PB",52571-766,-23.651572041512146,-46.53380056026996,61 9342-1801,08:00-22:00,2019-03-16,2025-07-29 19:50:56.311614,1
184,8,61,Viana - ME,"Conjunto Gustavo Santos, 9
Zilah Sposito
85810-833 da Mata do Norte / MG",31347960,-23.67948525722645,-46.53296156595809,(041) 0628-5447,08:00-22:00,2019-04-28,2025-07-29 19:50:56.311614,1
185,6,415,Silva,"Recanto de Aragão, 39
Cidade Jardim
95318-153 Peixoto de Minas / AM",38750-147,-23.411094600957718,-46.761457070421365,84 5485 7405,08:00-22:00,2017-12-20,2025-07-29 19:50:56.311614,1
186,6,113,Borges - EI,"Setor de Barros, 75
Floramar
97496-007 Novais / RO",06374298,-23.47088955420182,-46.657431195236185,+55 (031) 2241-3042,08:00-22:00,2018-12-01,2025-07-29 19:50:56.311614,1
187,3,304,Novais,"Favela de Fonseca, 45
Cruzeiro
48287-148 da Costa do Amparo / RS",00879583,-23.424314381978764,-46.501922820804594,+55 71 2442-5335,08:00-22:00,2015-09-14,2025-07-29 19:50:56.311614,1
188,9,108,da Mota Leão - EI,"Viaduto João Correia
Olhos D'água
19470697 Campos / RR",88046-933,-23.490350084052054,-46.755286730921874,(061) 7039-0076,08:00-22:00,2022-10-24,2025-07-29 19:50:56.311614,1
189,3,478,Andrade Fonseca e Filhos,"Distrito Teixeira, 77
Conjunto Lagoa
59258258 Monteiro / RN",93402-545,-23.59726544874319,-46.62772996391454,81 0062-2517,08:00-22:00,2019-05-22,2025-07-29 19:50:56.311614,1
190,5,335,da Luz Camargo S.A.,"Parque de Rocha, 92
Cidade Jardim Taquaril
59251-178 Pinto da Praia / SP",85850287,-23.663095024204985,-46.69671600241407,+55 (071) 5361-3342,08:00-22:00,2019-08-14,2025-07-29 19:50:56.311614,1
191,6,303,Cardoso Monteiro S/A,"Pátio Peixoto
Cdi Jatoba
59168-409 Silveira / AC",26796506,-23.4212079422175,-46.68364255799389,11 1816-2889,08:00-22:00,2020-01-11,2025-07-29 19:50:56.311614,1
192,1,417,Pereira - ME,"Avenida de Cavalcante, 93
Vila Santo Antônio Barroquinha
05328854 Rios do Oeste / AL",65307-886,-23.553114286760717,-46.53276224878785,71 3266-5156,08:00-22:00,2020-11-19,2025-07-29 19:50:56.311614,1
193,9,67,Pacheco,"Campo Vicente Borges, 50
Santo Agostinho
40091-010 Pacheco dos Dourados / AL",65156-004,-23.581047301116712,-46.62362922924231,+55 (011) 6595-3886,08:00-22:00,2019-04-15,2025-07-29 19:50:56.311614,1
194,7,482,Silveira e Filhos,"Conjunto de Moreira, 19
União
85494-285 Novais / PI",06833650,-23.526662381628263,-46.57236708318336,(081) 5911-4014,08:00-22:00,2019-06-07,2025-07-29 19:50:56.311614,1
195,1,320,Souza,"Rodovia Maria Liz Sá, 643
Fazendinha
72622185 Correia Verde / PI",00548-337,-23.66803220357068,-46.598029680751424,+55 (031) 7652 7335,08:00-22:00,2024-12-08,2025-07-29 19:50:56.311614,1
196,6,122,Ferreira,"Estação Kaique Sales
Santo Antônio
81852-257 da Paz / RN",04124617,-23.607238854187653,-46.64129529282901,+55 (031) 9500-0191,08:00-22:00,2024-12-04,2025-07-29 19:50:56.311614,1
197,7,254,Moraes S/A,"Travessa Cardoso, 110
Jardim Montanhês
68811-188 Gonçalves / DF",12848108,-23.50863716787055,-46.56248664036889,(051) 8272-4837,08:00-22:00,2024-11-01,2025-07-29 19:50:56.311614,1
198,5,401,Rocha - EI,"Estação Zoe Nascimento, 53
Oeste
58722725 Melo do Galho / SE",89982641,-23.669963116092852,-46.50878012822688,+55 41 5740-6591,08:00-22:00,2016-08-31,2025-07-29 19:50:56.311614,1
199,5,300,Pastor,"Loteamento da Cunha, 5
Bonfim
90666-891 Nunes / SC",92007199,-23.659427172310533,-46.50995413381327,+55 (011) 1181 2225,08:00-22:00,2018-10-30,2025-07-29 19:50:56.311614,1
200,7,5,Novaes Sales S.A.,"Aeroporto Emanuel Vieira
Nova Cintra
76312-920 Nunes / RO",69708-216,-23.546823640772683,-46.56316439970199,0500 706 2998,08:00-22:00,2024-01-16,2025-07-29 19:50:56.311614,1
201,3,350,Alves,"Esplanada de Viana, 80
Novo Glória
44426-251 Fernandes / RO",16456680,-23.51296286261967,-46.65380107327523,(061) 2168 6471,08:00-22:00,2017-03-20,2025-07-29 19:50:56.311614,1
202,3,446,Nogueira,"Praia das Neves, 14
Vila Madre Gertrudes 1ª Seção
95123-187 da Mata do Oeste / RS",68771562,-23.643899488261862,-46.751052312242635,31 0835 9946,08:00-22:00,2021-12-22,2025-07-29 19:50:56.311614,1
203,1,235,da Conceição,"Loteamento da Mota, 804
Cidade Jardim
69064016 da Cruz das Pedras / TO",30456-424,-23.690074609663352,-46.78665884730843,+55 21 3674 0201,08:00-22:00,2016-10-29,2025-07-29 19:50:56.311614,1
204,8,499,Fernandes,"Praça da Paz, 37
Parque São José
44514-370 Fogaça / MT",17126209,-23.412489932169972,-46.73056650949022,0800-387-9543,08:00-22:00,2020-01-13,2025-07-29 19:50:56.311614,1
205,2,447,Abreu Moraes - EI,"Trecho Manuela Alves, 119
Palmeiras
63192763 Gonçalves de Minas / GO",39841707,-23.691752202635232,-46.697922600120734,0800 463 9737,08:00-22:00,2023-03-27,2025-07-29 19:50:56.311614,1
206,3,335,Sales,"Núcleo Yuri Rezende, 308
Belmonte
71917-765 Moreira / GO",13490-375,-23.699384387543805,-46.76104511522458,+55 41 8377-6591,08:00-22:00,2018-11-25,2025-07-29 19:50:56.311614,1
207,7,39,Carvalho Rios - ME,"Setor Dom Monteiro, 37
Biquinhas
12307-438 Cavalcanti / SE",88139931,-23.60299782935154,-46.73257040111626,+55 61 0202-8964,08:00-22:00,2022-02-03,2025-07-29 19:50:56.311614,1
208,10,200,Vargas Peixoto - EI,"Pátio de Nogueira, 47
São Gabriel
26042-289 Barbosa dos Dourados / AC",47736-702,-23.63326404936733,-46.774936360631735,+55 61 4241-8179,08:00-22:00,2024-08-10,2025-07-29 19:50:56.311614,1
209,10,170,Cunha e Filhos,"Feira de Novaes, 9
Vila Mantiqueira
59111694 das Neves / RN",60136095,-23.527924091370537,-46.642896908381104,(071) 8562-6095,08:00-22:00,2017-12-30,2025-07-29 19:50:56.311614,1
210,8,358,Pimenta - ME,"Vereda de Alves, 46
Conjunto Lagoa
38281419 Ramos / RN",59408-552,-23.431737336947673,-46.76210454264793,+55 21 1766-0765,08:00-22:00,2020-01-21,2025-07-29 19:50:56.311614,1
211,9,348,Carvalho,"Travessa Bianca Melo, 22
Vila Jardim São José
59324052 Sales do Campo / PI",30115-508,-23.555667698268206,-46.577169411023114,+55 (011) 1504 6654,08:00-22:00,2025-05-17,2025-07-29 19:50:56.311614,1
212,8,21,Camargo e Filhos,"Lagoa de Cunha
São Vicente
22258065 Albuquerque / SC",17872-021,-23.468009637354907,-46.70020506655678,(041) 8363-7523,08:00-22:00,2016-06-05,2025-07-29 19:50:56.311614,1
213,7,175,Machado - EI,"Viela Vargas, 7
Bernadete
10100-120 Pereira do Galho / MT",19806-362,-23.427231888456312,-46.59838118573663,41 9609 3327,08:00-22:00,2022-06-29,2025-07-29 19:50:56.311614,1
214,10,74,Fonseca e Filhos,"Condomínio Teixeira, 75
São Francisco
82113-902 da Paz / PR",11526-562,-23.643180103918137,-46.53524416947588,+55 51 1412 4898,08:00-22:00,2016-12-08,2025-07-29 19:50:56.311614,1
215,1,284,Rezende,"Rua Mathias da Luz, 22
Camponesa 1ª Seção
51151-844 da Paz / RO",03366895,-23.553506734163395,-46.7741950372389,+55 (071) 6357-9830,08:00-22:00,2016-08-18,2025-07-29 19:50:56.311614,1
216,1,149,da Rocha S/A,"Trevo Teixeira, 251
Vila Engenho Nogueira
74431-684 Moura / PR",27034788,-23.50737900012038,-46.503299763776184,+55 (071) 8653-9318,08:00-22:00,2021-02-14,2025-07-29 19:50:56.311614,1
217,8,113,Lima Ferreira - EI,"Largo de Cavalcanti
Flavio De Oliveira
56412-566 Nascimento / MA",20459835,-23.600435028623895,-46.60642699728998,21 2878 5167,08:00-22:00,2023-12-12,2025-07-29 19:50:56.311614,1
218,7,284,Ribeiro,"Largo de Lopes, 60
Palmares
20600398 Moura das Pedras / MA",40639270,-23.47807436670347,-46.783990219369,+55 21 3459 4505,08:00-22:00,2018-08-05,2025-07-29 19:50:56.311614,1
